frame,nose_x,nose_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,spine_middle_x,spine_middle_y,tail_base_x,tail_base_y,tail_middle_x,tail_middle_y,tail_tip_x,tail_tip_y,time,Behavior
593,245.73395,299.72574,231.82625,292.6475,234.85793,306.76245,225.07741,300.8709,207.69731,327.72092,200.57799,355.25974,194.15286,382.3635,19.766666666666666,W
594,247.36671,299.0012,233.83528,291.86267,236.85507,306.1702,226.54485,300.4841,207.09256,326.9135,199.66922,354.91418,193.60391,382.64185,19.8,W
595,248.94508,298.30624,234.97298,291.42462,238.2246,305.37476,227.77525,300.02072,207.3712,326.12067,199.09454,353.0947,193.54758,380.99756,19.833333333333336,W
596,250.05013,297.55167,236.15892,291.12784,239.94444,305.27182,229.29398,299.758,207.98691,325.31857,197.90611,352.07812,193.15726,380.3641,19.866666666666667,W
597,251.62949,296.77637,237.54704,290.27896,241.86649,304.5595,231.04631,299.0062,208.82323,322.87668,198.17949,350.34903,193.57344,378.8624,19.9,W
598,252.12573,294.8373,238.36198,289.461,242.63458,302.98868,233.10577,298.06305,209.44841,321.08792,197.9551,347.24756,193.63452,377.24988,19.933333333333334,W
599,253.56677,292.48047,239.53185,288.51587,244.74763,301.77313,234.95842,297.4622,209.91197,319.58902,197.11554,342.98376,193.57071,372.54645,19.96666666666667,W
600,254.70105,290.868,240.31393,287.57352,245.98352,300.49747,236.07135,296.71225,209.56207,317.62473,197.31969,340.81793,193.66675,370.57956,20.0,W
601,256.03244,290.3479,241.73149,284.82098,246.4712,299.4742,236.11809,295.24854,209.39856,315.96323,197.47475,339.4338,193.69057,369.38388,20.03333333333333,W
602,256.04324,289.24017,241.60606,283.84174,246.53012,298.7162,235.78738,294.34073,209.44475,315.14682,197.47327,338.9809,193.74927,369.37265,20.066666666666666,W
603,256.15103,288.67313,241.3942,283.77017,246.51756,298.6753,235.71931,294.39297,208.64098,314.44415,197.08199,338.65503,193.93091,369.16464,20.1,W
604,256.97357,288.4339,241.99731,283.61847,247.17798,298.56726,236.53552,294.3177,208.63643,314.23502,197.08557,338.50592,193.95912,369.16,20.133333333333333,W
605,259.01144,287.69452,243.85535,283.30103,249.27771,298.22748,238.76144,293.97476,209.04381,313.58197,197.22368,337.5415,193.802,366.9572,20.166666666666664,W
606,261.3968,285.85272,246.19527,281.8804,251.57333,296.32538,240.70206,292.25793,211.08884,311.57147,198.01971,336.56616,194.20697,366.3391,20.2,W
607,263.52136,283.14557,248.5581,280.13535,253.83127,294.18842,243.04921,290.60553,213.59119,310.67313,199.48013,336.15656,194.34286,365.42188,20.233333333333334,W
608,265.28687,280.77112,250.06104,278.21448,256.42233,291.04178,245.15747,289.02115,216.75803,309.31573,200.00856,332.93018,194.78802,363.0148,20.266666666666666,W
609,265.5457,278.4633,250.88005,276.35815,257.47284,289.43994,245.34381,287.65466,219.3745,309.1759,201.74304,330.1538,195.46475,360.02853,20.299999999999997,W
610,266.6454,276.18884,251.65341,274.70023,259.5182,287.69135,247.53584,285.61273,221.66502,308.17557,204.33498,329.84512,196.5147,359.0224,20.333333333333332,W
611,268.475,274.2803,253.29498,273.15234,261.5058,285.81506,250.42209,283.31134,223.71571,307.32614,205.43129,328.68323,196.32286,357.92007,20.366666666666667,W
612,270.17114,272.58075,255.00668,271.95114,263.32437,284.43414,252.19075,281.97668,224.17262,305.81125,204.90196,326.01517,196.00584,354.69263,20.4,W
613,272.19064,271.23126,256.64084,270.70267,264.79214,283.0952,253.7542,280.8929,224.96347,303.8662,205.3839,323.963,195.61072,351.00558,20.433333333333334,W
614,273.2137,269.841,257.59158,269.58063,265.02917,282.1042,254.96745,280.62494,225.63223,302.48755,204.41107,321.02124,196.49577,347.81134,20.466666666666665,W
615,272.7888,266.598,257.7623,267.30585,266.44937,278.10568,255.72464,277.7145,226.92117,301.23196,204.11491,315.86905,197.58737,343.94202,20.5,W
616,271.847,263.99255,257.07904,265.21518,266.19562,275.86108,255.96597,276.6075,227.70085,299.45892,204.94925,314.96115,197.78282,343.0622,20.533333333333335,W
617,272.13705,259.092,257.01666,262.41196,267.72232,272.96277,256.6668,272.9767,229.09671,297.63605,205.61949,312.42346,197.44669,340.4054,20.566666666666666,W
618,273.0965,255.45456,257.6527,260.1316,269.30484,270.47968,257.2309,271.36346,230.38158,295.9672,206.90347,311.82028,197.51663,338.34702,20.6,W
619,273.7321,253.11052,258.39175,257.3664,270.0135,266.75522,258.51462,267.78888,232.96196,294.0031,212.89757,309.3173,202.46902,333.4168,20.633333333333333,W
620,274.2578,249.44109,259.26242,253.73724,270.72675,262.59738,259.73984,263.89893,235.61578,291.05432,218.09673,308.56842,205.88936,332.40485,20.666666666666668,W
621,273.0599,246.57274,257.7915,250.77145,269.29572,259.4056,258.8671,261.3169,239.19473,287.6819,227.46872,303.44904,216.61717,321.35413,20.700000000000003,W
622,272.65097,243.07385,257.46347,247.4704,268.76587,256.99777,258.82462,258.56006,242.94426,286.75043,230.11537,302.57828,222.6836,321.19168,20.733333333333334,W
623,271.24893,240.95197,256.8981,246.15854,268.26834,254.47179,258.41367,256.77057,244.72813,285.83594,234.97092,307.04156,230.66806,331.16028,20.766666666666666,W
624,270.84714,238.87216,256.67767,244.18732,268.4599,250.66325,258.54514,254.2748,246.3246,284.7763,238.24228,307.99307,235.45883,332.12714,20.8,W
625,271.7406,236.60173,257.51343,241.81403,269.34683,248.11714,259.255,251.87308,247.3072,283.25052,238.27798,307.00375,235.48851,332.3494,20.833333333333336,W
626,271.36014,234.78856,257.35123,240.38799,269.4174,246.88165,259.62057,250.1249,247.99254,280.12387,237.84062,303.80325,233.8422,329.95248,20.866666666666667,W
627,270.9376,233.23793,257.11542,238.64923,269.14838,245.3701,259.80347,248.72874,248.47871,278.40594,238.82092,302.4238,234.33006,328.50314,20.9,W
628,270.62888,230.19539,256.89825,235.50706,269.3844,243.05447,260.2673,245.53214,249.91714,275.56528,241.20114,299.7879,237.88766,325.1744,20.933333333333334,W
629,271.1214,227.1637,257.408,233.17227,270.33612,240.41566,260.96182,243.25285,251.11159,272.8311,244.51279,298.36948,242.63828,324.80942,20.96666666666667,W
630,271.9905,225.7308,258.3892,232.14667,270.44415,239.32008,261.34128,241.97198,251.08325,271.46185,244.50871,297.5458,243.26956,324.79718,21.0,W
631,272.53326,224.04382,258.75992,230.27065,271.11487,237.28285,261.7063,239.89844,251.29913,268.8649,242.97447,292.4715,241.56982,317.77216,21.03333333333333,W
632,272.75555,221.85323,258.9936,228.28458,271.5959,234.68169,262.08264,237.6397,252.30167,265.9226,243.63446,291.35684,237.3902,318.4092,21.066666666666666,W
633,272.42917,220.88954,258.57797,227.356,271.1678,232.55998,262.26294,236.20215,255.41844,263.37485,247.85886,289.81586,238.56296,315.681,21.1,W
634,271.12088,219.01701,257.8826,226.25012,271.3207,231.25183,262.4218,234.85818,256.7108,261.69614,251.31012,287.14655,243.64119,311.55972,21.133333333333333,W
635,269.5046,217.32716,257.4085,225.52437,271.25806,229.62592,262.6822,233.74803,258.64435,261.1931,256.95377,288.16312,257.17487,314.4288,21.166666666666664,W
636,269.72546,216.11285,257.50992,224.3804,271.32977,228.70187,262.7892,233.1705,261.1659,261.77838,260.94455,289.7797,260.18347,317.55585,21.2,I
637,270.297,214.83324,257.92554,222.882,271.68887,227.9982,263.58804,232.6488,262.15198,262.02408,261.58218,289.77426,260.21075,316.41833,21.233333333333334,I
638,270.7943,214.78389,258.39606,222.5996,272.0143,227.73631,264.18143,232.46317,262.95502,262.24164,261.5991,289.8365,260.28625,316.64032,21.266666666666666,I
639,270.00803,214.21396,258.10208,222.7783,272.12866,227.37956,264.12183,230.78311,263.06354,261.5826,261.23825,288.53076,259.3695,315.25934,21.299999999999997,I
640,266.69806,211.80861,256.9164,222.23654,270.86984,224.99226,264.25418,229.482,263.08475,260.6136,261.17395,287.45346,258.7475,314.6778,21.333333333333332,I
641,265.902,210.89764,256.50092,221.37201,270.2923,223.67719,263.90344,228.51865,263.42075,259.44836,261.51727,286.61423,258.75143,314.09836,21.366666666666667,I
642,264.7245,210.6751,256.58188,221.53137,270.46454,223.24129,264.013,228.36156,263.48294,258.7374,261.475,285.42874,258.96216,312.52313,21.4,I
643,263.43408,210.49753,256.16705,222.1733,270.16013,222.72018,263.94266,228.63089,263.0474,258.87286,260.79895,285.2796,258.7809,312.47287,21.433333333333334,I
644,259.97614,210.45312,255.48904,223.21101,269.1628,220.62454,263.79117,228.31572,263.1818,258.8532,260.8548,285.26443,258.79086,312.48883,21.466666666666665,I
645,257.6392,209.75896,253.82407,223.35129,267.67725,219.41916,262.9557,227.94402,263.4701,258.60266,260.81866,285.0541,258.87863,312.57016,21.5,I
646,257.56284,209.85551,254.31342,223.4428,267.9846,218.89566,263.47012,227.89667,263.47665,257.88885,260.71124,284.07428,258.67975,311.10794,21.533333333333335,I
647,257.15054,208.28976,254.20975,221.71912,267.37766,217.2909,263.1844,226.22838,263.26193,256.47513,260.2271,282.6956,258.7408,309.85928,21.566666666666666,I
648,257.25012,207.75047,254.05678,221.04958,267.32516,216.99956,262.65356,225.61632,262.3285,255.48505,259.1447,281.3683,258.38263,308.85632,21.6,I
649,257.3707,207.17615,253.36848,220.27055,266.62866,216.88078,261.57993,225.27522,261.2744,255.76529,258.49673,281.95404,258.1637,309.91003,21.633333333333333,I
650,257.4021,207.28252,253.06886,220.36798,266.4615,217.10663,261.1164,225.38763,260.52258,255.79268,258.17194,282.05807,258.15012,309.87808,21.666666666666668,I
651,257.67337,207.72696,252.97446,220.50023,266.3044,217.49037,260.95404,225.68634,260.27924,255.7036,258.1095,281.84973,258.1363,309.84955,21.700000000000003,I
652,257.5842,207.15567,252.27853,220.32523,266.25916,217.5445,260.3701,225.58899,260.06583,255.89769,257.85214,281.99078,258.19696,309.78543,21.733333333333334,I
653,254.33134,207.78305,250.76938,221.89574,265.30298,217.80405,259.96786,225.95358,260.1162,255.95988,257.9426,282.10455,258.1297,309.8325,21.766666666666666,I
654,254.10045,207.73085,250.64133,221.85042,265.11276,217.5262,259.99496,225.8018,260.60962,255.44836,258.55908,281.7707,258.3193,309.94513,21.8,I
655,254.06052,208.01631,250.6912,222.10516,265.24185,217.81139,260.16406,226.13489,260.5696,255.47636,258.36945,281.64658,258.322,309.5975,21.833333333333336,I
656,255.03467,208.32341,250.90222,221.68907,265.07477,218.44829,259.9607,226.3263,260.53577,255.4713,258.35965,281.67532,258.33182,309.60553,21.866666666666667,I
657,255.47678,208.54825,251.10468,221.68626,265.2573,218.74889,260.06543,226.56483,260.55093,255.54315,258.36295,281.71954,258.33096,309.63388,21.9,I
658,255.29053,208.44041,251.28543,221.76529,265.23688,218.41975,260.11862,226.35799,260.52438,255.51636,258.2922,281.7035,258.28094,309.58203,21.933333333333334,I
659,255.56873,208.24419,251.42427,221.47586,265.58868,218.39319,260.2219,226.23788,260.4668,255.5236,258.19815,281.59015,258.12335,308.7603,21.96666666666667,I
660,254.47324,208.42108,251.596,222.13667,265.2364,217.8172,260.43256,226.0985,260.27676,255.56053,258.17822,282.0117,258.05316,309.2979,22.0,I
661,254.10913,208.47508,251.17221,222.45363,265.04852,218.13469,260.27725,226.5149,260.25342,255.62872,258.20715,282.0184,258.06732,309.2981,22.03333333333333,I
662,253.40901,208.61253,250.44493,222.72832,264.46652,218.33788,259.86087,226.7779,261.03717,255.01436,258.4218,281.75888,258.1897,309.3844,22.066666666666666,I
663,253.00989,208.99025,250.3565,223.21365,264.32614,218.44585,260.01602,227.09038,260.99585,255.07614,258.40768,281.69397,258.14282,309.34106,22.1,I
664,253.06618,208.71841,250.32346,222.91673,264.20715,218.288,259.76654,226.82674,260.25232,255.32793,258.33945,281.74707,258.11124,309.2764,22.133333333333333,I
665,252.61154,208.59274,250.1555,222.8773,263.95465,218.03647,259.7028,226.63887,261.09033,255.08456,258.44128,281.66284,258.21072,309.3504,22.166666666666664,I
666,252.76991,208.55359,250.22612,222.75671,263.9768,217.99557,259.73657,226.55612,261.00046,255.0587,258.3463,281.36295,257.97974,308.33444,22.2,I
667,251.8537,208.86977,249.80685,223.07387,263.384,218.06773,259.64908,226.90138,260.95624,255.08528,258.36264,281.3641,257.9798,308.35065,22.233333333333334,I
668,251.0471,208.84973,249.92033,223.27306,263.34598,217.62608,259.8841,227.02826,261.0767,254.95593,258.4717,281.23322,258.04468,308.35693,22.266666666666666,I
669,250.99846,208.88422,250.05434,223.31235,263.30777,217.4436,259.95087,226.94145,261.59836,254.6692,258.86588,280.79065,257.95053,308.21667,22.299999999999997,I
670,251.62418,209.33543,250.99028,223.76678,263.75433,218.02023,260.1765,227.40186,261.76144,254.7597,258.99524,280.8605,258.1156,308.19745,22.333333333333332,I
671,252.10426,209.45148,251.05783,223.95317,264.10934,218.40387,260.24747,227.61116,261.58038,254.8479,258.82233,280.72018,258.04083,308.14395,22.366666666666667,I
672,252.54684,208.97243,250.25941,223.50533,264.42136,218.30246,260.35995,227.26968,261.56006,254.90329,258.79993,280.7644,257.94766,308.12613,22.4,I
673,253.54478,208.97292,250.31029,223.29344,264.6895,218.78345,260.1612,227.28651,261.4526,254.81068,258.69934,280.7398,257.8735,308.21393,22.433333333333334,I
674,255.88834,209.21478,251.81392,222.894,266.13776,219.08708,260.71005,227.52657,261.3411,255.01869,258.6534,281.0659,257.63998,308.23007,22.466666666666665,I
675,259.46597,210.58382,252.78691,223.02338,267.03635,221.99242,260.64935,228.54257,260.7247,255.68301,258.57227,281.574,257.43567,308.8755,22.5,I
676,262.9132,210.72763,254.79875,221.9275,268.87906,223.34004,262.13577,228.46933,260.53915,255.38666,258.43906,281.52097,257.4054,308.8559,22.533333333333335,I
677,267.2176,209.53455,256.91806,219.75797,271.1154,222.34616,263.5691,227.15623,260.58038,255.1236,258.30258,281.39743,257.38528,308.85577,22.566666666666666,I
678,271.61157,210.6603,258.68646,218.28822,272.07196,223.8464,263.53632,226.69756,260.2897,255.06555,258.18704,281.4172,257.48172,308.8982,22.6,I
679,274.4547,210.89105,260.96973,216.382,272.78323,223.41722,264.29364,225.67407,260.10416,255.1159,257.99063,281.43304,257.46075,308.54218,22.633333333333333,I
680,274.6047,210.58289,260.9886,216.03105,272.73087,222.9689,264.16803,225.39447,260.0688,255.0226,258.02945,281.51807,257.29282,308.7459,22.666666666666668,I
681,273.46442,209.98477,259.96152,216.14563,272.25525,222.93176,263.61517,225.23036,259.86926,255.02504,257.8587,281.27258,257.19946,308.71048,22.700000000000003,I
682,272.52115,209.08234,259.2656,215.93681,271.84204,222.57361,263.33023,224.87526,259.88852,254.97104,257.96066,281.35263,257.26984,308.66278,22.733333333333334,I
683,272.64658,208.75395,259.30374,215.39084,271.74918,222.20207,263.07678,224.45294,259.82834,254.77972,257.96915,281.2902,257.2498,308.6352,22.766666666666666,I
684,274.10373,209.14146,260.05298,214.68155,272.33502,221.9398,263.28214,224.16107,259.74698,254.77466,257.95752,281.19534,257.20718,308.5823,22.8,I
685,274.34445,209.7843,260.1905,214.81917,272.2114,222.50362,263.21582,224.26653,259.6645,254.77348,257.855,281.153,257.1975,308.7436,22.833333333333336,I
686,273.94482,210.47464,259.7375,215.41182,271.62817,223.25688,262.96432,224.6304,259.5941,254.78769,257.85468,281.1184,257.23343,308.67993,22.866666666666667,I
687,274.9201,212.06618,260.76465,215.60988,271.61554,224.433,262.8518,225.21526,259.15366,254.93155,257.3257,281.253,257.0174,308.69626,22.9,I
688,275.31842,212.37344,261.20972,215.74937,271.6688,224.72946,262.86646,225.41728,258.76727,255.45467,256.11984,281.53912,256.9288,308.8631,22.933333333333334,I
689,274.94376,211.08755,260.79446,215.80948,271.9728,223.58136,263.04327,225.39035,258.83002,255.51346,255.91776,281.74338,256.67252,309.16052,22.96666666666667,I
690,273.75754,210.46506,260.3905,216.13753,271.71252,223.284,263.05563,225.5915,258.97247,255.41379,256.06094,281.6873,256.6134,309.21402,23.0,I
691,272.97827,209.75084,259.93835,216.00264,271.5546,222.5677,262.97562,225.34583,259.0705,255.31766,256.94406,281.80963,256.6801,309.292,23.03333333333333,I
692,272.2679,209.25748,259.4302,216.0154,271.22012,222.07965,262.68353,225.2108,259.1506,255.26614,257.09103,281.83316,256.65137,309.31265,23.066666666666666,I
693,272.19424,209.11993,259.38217,215.89854,270.99103,221.83498,262.60272,225.13084,259.29596,254.97585,257.3039,281.44577,256.5771,308.57104,23.1,I
694,272.11212,208.98398,259.28476,215.86276,270.97833,221.65651,262.59644,224.98506,259.4567,254.71585,257.72122,281.40253,256.71402,309.5725,23.133333333333333,I
695,271.9795,209.16855,259.25534,215.8182,271.0959,221.50253,262.73056,224.8886,259.57855,254.58403,257.75626,281.1038,256.46844,308.72467,23.166666666666664,I
696,272.2135,209.01567,259.50903,215.72379,271.3998,221.5194,262.90012,224.85634,259.41025,254.55344,257.45053,280.92096,256.31693,308.90143,23.2,I
697,273.04187,208.65149,259.99026,215.27365,271.83905,221.3843,263.04477,224.54901,259.04538,254.53152,257.06177,280.8145,256.2603,308.8036,23.233333333333334,I
698,272.79166,209.01714,259.77853,215.46954,271.6589,221.66595,262.8941,224.72304,258.96414,254.62247,256.13385,280.74002,256.1025,308.85623,23.266666666666666,I
699,272.8218,208.35236,259.64862,215.0324,271.71426,221.354,262.81235,224.21974,258.94913,254.65375,256.17133,280.7256,256.14624,308.7559,23.299999999999997,I
700,272.6574,207.70975,259.17874,214.90437,271.5531,220.94112,262.50873,224.27428,258.97766,254.80481,256.0759,280.82996,256.2014,308.68628,23.333333333333332,I
701,272.4386,207.29138,258.96298,214.62898,271.3413,220.45782,262.38995,223.95842,259.03488,254.69324,256.15225,280.77094,256.19104,308.727,23.366666666666667,I
702,272.69077,206.27951,259.11093,213.8769,271.75842,219.60057,262.46188,223.58498,259.11285,254.69058,256.8083,281.056,256.18134,308.77518,23.4,I
703,273.04678,206.85352,259.0283,213.52403,271.63675,219.09991,262.41385,223.31548,259.0569,254.6822,256.219,280.79327,256.16757,308.7975,23.433333333333334,I
704,273.24368,206.71172,259.0985,213.48247,271.78116,219.1711,262.43423,223.30693,259.04025,254.67528,256.18616,280.76907,256.16812,308.70856,23.466666666666665,I
705,272.43564,207.07883,258.44632,213.70534,270.6342,219.0652,261.672,223.1674,259.10144,254.55484,256.1141,280.78403,256.08362,308.7053,23.5,I
706,272.43634,207.07748,258.44577,213.70284,270.6298,219.06985,261.66693,223.1717,259.11853,254.56015,256.2154,280.83737,256.09482,308.76337,23.533333333333335,I
707,272.4381,207.0729,258.44418,213.70563,270.62802,219.07571,261.6688,223.18599,259.21924,254.66542,256.24585,280.89578,256.06943,308.8556,23.566666666666666,I
708,272.3441,207.22733,258.41617,213.83661,270.59872,219.19711,261.64062,223.25719,259.21185,254.63367,256.22437,280.8441,256.10516,308.8054,23.6,I
709,271.99924,206.4702,258.43362,214.13794,270.64392,219.6931,261.53937,223.66765,259.12103,254.62244,255.9564,280.84857,256.00153,308.8197,23.633333333333333,I
710,272.16544,206.98416,258.2135,214.28732,271.00342,219.72351,261.74493,223.82014,259.21683,254.7576,256.01178,281.0168,256.00208,308.85876,23.666666666666668,I
711,272.37207,206.53557,258.31406,214.14552,271.4426,219.49852,262.02768,223.72433,259.36188,254.72865,256.09683,281.02393,255.9841,308.83105,23.700000000000003,I
712,271.9828,206.51936,258.12354,214.36926,271.4126,219.38423,262.08783,223.81183,259.41434,254.7518,256.12482,280.94324,256.10406,308.6414,23.733333333333334,I
713,271.97635,206.24663,258.18738,214.149,271.4562,218.9144,262.29553,223.63115,259.4571,254.67043,256.20938,280.83417,256.14288,308.61014,23.766666666666666,I
714,271.65262,206.41139,257.92236,214.37909,271.2279,218.9864,262.12888,223.76132,259.55063,254.73175,256.8819,281.07355,256.09744,308.73297,23.8,I
715,271.6988,206.39099,257.98474,214.4162,271.21097,219.00941,262.178,223.77809,259.42313,254.72318,256.09357,280.89368,256.14767,308.58337,23.833333333333336,I
716,271.65186,206.4677,258.01752,214.49329,271.26193,219.04051,262.15582,223.94423,259.17706,254.79651,255.57385,281.03867,255.97786,308.53424,23.866666666666667,I
717,271.33133,206.74942,257.71567,214.97798,271.24725,219.5322,262.2005,224.34772,259.56412,255.14655,255.89862,281.23642,256.006,308.55023,23.9,I
718,270.92267,206.35968,257.51898,214.92831,271.4618,219.3816,262.40662,224.14581,259.73892,255.20403,255.6856,281.1179,255.95204,308.63412,23.933333333333334,I
719,269.6905,205.68022,257.16977,215.18451,271.21777,218.89742,262.4571,224.11539,260.07208,255.27164,256.64694,281.1997,255.887,308.36783,23.96666666666667,I
720,267.4388,205.10756,256.89526,215.65833,270.71072,218.09694,262.63794,223.77954,260.14682,255.31792,256.67014,281.5106,255.83037,308.92194,24.0,I
721,266.6276,205.40385,256.63528,216.38039,270.407,218.50645,262.5945,224.29695,260.14413,255.36552,256.6757,281.57388,255.8186,309.13303,24.03333333333333,I
722,265.95285,205.99335,256.2716,216.96289,270.38498,218.86731,262.62003,224.72691,260.25372,255.34982,256.84747,281.62985,255.83624,309.15802,24.066666666666666,I
723,265.5223,206.69658,255.99069,217.8394,270.2463,219.66101,262.55103,225.39146,260.20996,255.35852,257.01016,281.57333,255.72221,309.11526,24.1,I
724,265.56958,207.72415,255.76361,218.69843,269.8206,220.70439,262.41754,226.12796,260.21826,255.3894,257.03604,281.63464,255.65184,309.2776,24.133333333333333,I
725,265.82318,207.52252,255.81616,218.53517,270.14304,220.65488,262.49014,225.9126,260.14413,255.30807,257.01138,281.5756,255.61446,309.29166,24.166666666666664,I
726,266.05847,207.52138,256.31088,218.55042,270.9125,220.40569,262.89932,225.82787,259.81534,255.27286,255.867,281.36588,255.45674,309.12665,24.2,I
727,262.96216,208.48264,255.83235,220.39098,269.95004,220.15645,262.9329,226.62486,259.68628,255.04779,255.47443,281.52585,255.14304,309.70886,24.233333333333334,I
728,262.18814,208.9919,255.49512,220.97755,269.47104,220.46545,262.61926,227.13333,259.66766,255.08383,255.16563,281.49997,255.08945,309.6047,24.266666666666666,I
729,261.75125,209.27364,254.94534,221.11932,268.71408,220.74121,261.9965,227.22755,259.50034,255.2367,255.13005,281.63962,255.06737,309.62173,24.299999999999997,I
730,262.12347,209.40001,254.7642,221.271,268.27847,221.21252,261.40366,227.21063,259.5007,255.23962,255.17516,281.66443,255.04662,309.51938,24.333333333333332,I
731,263.0317,208.76175,254.99545,220.38591,268.6704,220.98978,261.37564,226.50833,259.49963,255.0353,255.39049,281.60126,255.05795,309.5294,24.366666666666667,I
732,265.48212,206.95439,255.76463,217.4448,269.5882,220.15056,261.65634,225.01828,259.55475,254.82652,255.61272,281.27292,254.84311,308.63248,24.4,I
733,267.06146,205.61412,256.50876,215.69273,270.62033,219.39189,262.1274,223.84848,259.74713,254.13594,255.40868,280.52527,254.58209,307.7616,24.433333333333334,I
734,268.1795,204.81955,256.3527,214.92632,271.23013,218.52553,262.5276,223.44452,259.71542,253.24483,255.37482,279.97,253.93178,307.20453,24.466666666666665,I
735,266.99557,204.36185,255.76335,214.61098,270.64423,217.43356,262.19446,222.58476,260.06754,252.56122,255.45723,279.55603,253.59973,306.66077,24.5,I
736,267.49493,204.51561,255.83916,214.53767,270.4653,217.56914,261.971,222.69357,260.00995,252.51384,255.3013,279.50784,253.57797,306.6912,24.533333333333335,I
737,270.08405,204.22174,257.13858,213.06778,271.25784,217.1495,262.36902,221.87492,259.5815,252.44728,254.6491,279.54114,253.63142,306.8817,24.566666666666666,I
738,271.1646,204.79393,257.84024,212.59532,270.90643,216.92119,262.31775,221.57582,259.45273,252.38196,254.67105,279.50427,253.63925,306.92688,24.6,I
739,271.8448,204.86687,258.1981,212.48582,271.2658,217.42764,262.47037,221.56094,259.19727,252.36658,254.56674,279.36536,253.5559,306.62518,24.633333333333333,I
740,272.191,204.97832,258.37387,212.42003,271.26556,217.70853,262.41238,221.65758,259.09988,252.45636,254.53903,279.5395,253.63031,306.77472,24.666666666666668,I
741,272.11804,205.12938,258.2543,212.50041,271.10605,217.75996,262.2275,221.7136,259.1115,252.48979,254.59062,279.55658,253.53821,306.88882,24.700000000000003,I
742,272.4784,206.06546,258.53854,212.88728,271.25732,218.67592,262.1353,222.12,258.95883,252.86852,254.41183,279.46002,253.206,305.96225,24.733333333333334,I
743,274.0167,206.58727,259.72818,212.79153,271.69662,220.16158,262.21503,222.29233,258.68893,252.84518,254.38916,279.79428,253.23311,307.11725,24.766666666666666,I
744,276.0042,207.40407,261.43353,212.21156,272.691,220.04901,262.69623,221.79788,258.69415,252.84656,254.34868,279.84634,253.16858,307.00146,24.8,I
745,276.88535,207.96306,262.2665,212.3019,273.39767,220.25618,263.24792,221.81635,258.6759,252.84238,254.18823,279.90216,253.0987,307.02646,24.833333333333336,I
746,277.48343,209.0685,264.01294,211.7434,273.435,220.75914,263.677,221.10106,258.50357,252.8038,254.31567,279.7989,253.03415,306.62378,24.866666666666667,I
747,277.7269,209.1714,264.2549,211.60658,273.49942,220.66676,263.72574,220.97194,258.55664,252.81744,254.46129,279.85547,253.08215,306.73264,24.9,I
748,277.62906,209.1487,264.12967,211.65831,273.44745,220.80363,263.63657,221.09511,258.59494,252.81902,254.61394,279.7588,253.05574,306.55453,24.933333333333334,I
749,277.3279,208.81613,262.81583,212.40091,273.486,220.90573,263.631,221.3274,258.6831,252.94092,254.52647,279.75217,253.09665,306.545,24.96666666666667,I
750,277.9409,209.14099,264.42755,211.64554,273.62955,220.66093,263.86325,221.23834,258.95206,253.0735,254.78926,280.22128,253.25864,307.7444,25.0,I
751,278.07104,209.36919,264.59692,211.60437,273.48233,220.95212,263.9132,221.18237,258.86243,253.12137,254.60417,280.30606,253.28004,307.87958,25.03333333333333,I
752,277.35574,209.34099,263.84882,212.04568,273.27042,221.38947,263.68124,221.75783,258.94086,253.21487,254.60365,280.30768,253.24837,307.84088,25.066666666666666,I
753,274.83792,207.85701,260.51837,213.78058,273.29126,221.12787,263.322,223.25664,258.96332,253.48674,254.50845,280.3479,253.24886,307.79446,25.1,I
754,274.0872,207.54074,259.90628,214.1649,273.3954,220.83069,263.29788,223.4621,258.69626,253.67712,253.96526,280.5543,252.79326,307.6841,25.133333333333333,I
755,269.68607,205.99155,258.06583,215.21593,273.113,219.73576,263.217,223.66554,258.83865,253.79572,253.81477,280.52527,252.75974,307.59537,25.166666666666664,I
756,267.3905,203.77141,257.1728,215.4257,272.2964,218.09361,263.42178,223.5266,259.01324,253.91696,253.80907,280.95746,252.66743,308.28278,25.2,I
757,266.65936,202.10149,256.0872,213.76369,271.5489,216.35918,262.8503,222.12607,259.40637,253.84198,254.00772,281.06873,252.368,308.62152,25.233333333333334,I
758,267.42084,200.72298,255.82408,211.79735,271.25192,214.86475,262.25903,220.66422,259.4326,253.79747,253.9581,280.93292,252.40479,308.7636,25.266666666666666,I
759,267.08487,199.25995,255.82066,210.40627,270.61652,213.07845,262.23004,219.28418,259.61472,253.78636,253.98584,280.8416,252.27158,308.2986,25.299999999999997,I
760,266.7479,198.03099,255.75493,209.71338,269.7842,211.96045,261.8639,218.78368,259.81146,253.8211,254.18562,280.78818,252.40523,308.4688,25.333333333333332,I
761,265.3278,198.08015,255.29736,210.5493,269.3477,211.6072,261.77432,218.7335,259.85385,253.66788,254.47176,281.15332,252.51556,308.46295,25.366666666666667,I
762,266.12802,197.91968,255.65619,209.5266,269.2959,211.55627,261.58392,218.51466,259.6404,253.78568,254.29155,281.2869,252.1308,308.45312,25.4,I
763,266.02402,197.49095,255.42403,209.87758,269.21417,211.41751,261.4426,218.45103,259.67947,253.91396,254.13388,280.96143,252.2926,308.52145,25.433333333333334,I
764,267.2293,196.97897,255.97905,208.59427,269.8682,211.41338,261.65845,218.13872,259.5899,253.87752,254.01447,281.12057,252.35208,308.64252,25.466666666666665,I
